time,patch,S_visitor,S_resident_home,S_resident_away,I_visitor,I_resident_home,I_resident_away,P_visitor,P_resident_home,P_resident_away,incidence_resident,incidence_traveller
213,2,39,268,40,26,162,21,0,8,1,3,1
213,3,37,261,29,21,174,33,0,3,0,2,0
213,4,39,196,27,20,232,37,0,8,0,2,0
214,0,44,303,51,31,127,19,0,0,0,1,0
214,1,34,272,54,25,147,24,1,3,0,0,1
214,2,50,269,38,34,159,25,0,8,1,1,0
214,3,33,262,29,21,172,35,0,2,0,3,0
214,4,42,193,31,26,235,34,0,7,0,0,0
215,0,40,306,48,32,128,18,0,0,0,0,0
215,1,41,275,52,27,148,22,1,3,0,0,0
215,2,51,269,39,30,159,24,0,8,1,1,0
215,3,29,261,28,16,176,33,0,2,0,2,0
215,4,42,187,36,23,239,31,0,7,0,2,0
216,0,39,303,50,33,132,15,0,0,0,1,0
216,1,49,273,54,28,153,17,1,3,0,0,0
216,2,45,272,36,25,164,19,0,8,1,1,0
216,3,33,258,31,16,182,27,0,2,0,1,0
216,4,42,187,37,16,230,40,0,6,0,2,0
217,0,32,312,41,36,133,14,0,0,0,1,1
217,1,39,278,47,26,155,17,2,3,0,3,0
217,2,43,279,33,21,158,22,0,7,1,0,0
217,3,35,258,29,26,181,29,0,3,0,2,1
217,4,42,185,41,17,224,44,0,5,1,1,0
218,0,34,309,44,35,133,14,0,0,0,0,0
218,1,36,274,51,28,153,19,1,2,1,1,0
218,2,46,278,33,22,155,25,0,9,0,1,0
218,3,42,247,36,27,186,28,0,3,0,4,0
218,4,41,194,35,15,224,41,1,5,1,0,0
219,0,31,307,46,28,135,12,1,0,0,0,0
219,1,39,279,46,28,153,19,2,3,0,1,0
219,2,44,273,37,20,158,24,1,7,1,2,1
219,3,41,248,35,26,189,25,0,2,1,0,0
219,4,37,200,28,14,230,36,0,4,2,1,0
220,0,29,308,44,29,133,14,1,1,0,1,0
220,1,37,284,43,29,152,18,1,3,0,0,0
220,2,38,267,41,22,156,28,1,7,1,2,0
220,3,36,256,28,35,183,30,0,2,1,0,0
220,4,42,202,26,15,226,40,0,5,1,1,0
221,0,27,306,46,32,130,16,1,2,0,1,0
221,1,35,284,43,22,149,21,1,3,0,1,0
221,2,28,260,49,21,157,26,1,7,1,0,0
221,3,46,265,22,30,188,23,0,1,1,0,0
221,4,45,207,21,17,230,36,0,5,1,1,0
222,0,39,314,38,31,127,19,2,1,1,1,1
222,1,33,278,47,21,152,21,1,2,0,3,0
222,2,27,261,48,25,160,22,2,7,2,0,0
222,3,34,262,24,27,187,25,0,1,1,2,0
222,4,44,209,20,18,230,35,0,5,1,0,0
223,0,42,312,40,25,128,18,2,2,0,0,0
223,1,38,280,48,19,147,23,2,2,0,0,0
223,2,30,256,53,22,165,17,1,6,3,1,0
223,3,39,262,25,26,190,21,0,1,1,1,0
223,4,43,206,26,17,233,30,0,4,1,0,0
224,0,38,313,40,23,125,20,2,2,0,0,0
224,1,32,287,42,17,147,23,1,1,0,2,0
224,2,29,261,48,21,165,16,1,7,3,2,0
224,3,36,263,24,26,189,22,0,1,1,0,0
224,4,45,206,26,22,235,28,0,5,0,2,0
225,0,34,309,44,28,126,19,1,2,0,0,0
225,1,32,285,45,18,147,22,1,1,0,0,0
225,2,34,271,38,25,162,19,0,8,2,0,0
225,3,37,260,27,29,185,26,0,2,0,0,0
225,4,42,209,25,21,226,35,0,5,0,0,2
226,0,29,308,44,25,128,18,1,2,0,1,0
226,1,35,286,44,25,143,26,0,1,0,0,0
226,2,37,277,31,24,160,23,0,8,1,2,0
226,3,40,252,32,26,189,25,0,2,0,3,1
226,4,37,205,27,23,232,31,0,5,0,1,1
227,0,38,303,48,29,125,22,1,2,0,1,0
227,1,33,277,52,27,142,28,0,1,0,1,0
227,2,47,274,34,26,161,22,0,8,1,0,0
227,3,40,251,31,27,189,27,0,2,0,2,0
227,4,43,198,36,23,228,33,0,5,0,0,0
228,0,46,305,47,27,125,21,1,2,0,0,1
228,1,33,277,54,35,140,28,0,1,0,0,0
228,2,50,269,38,26,161,23,0,8,1,1,0
228,3,34,245,36,28,190,26,0,3,0,1,0
228,4,45,201,33,21,221,39,0,6,0,0,0
229,0,44,316,37,25,122,23,1,2,0,0,0
229,1,32,276,55,34,147,21,1,1,0,2,0
229,2,49,272,33,23,159,27,0,8,1,2,0
229,3,31,246,36,24,192,22,0,4,0,0,0
229,4,37,205,32,22,223,35,0,4,1,1,0
230,0,47,312,43,26,114,29,1,2,0,0,0
230,1,34,264,67,32,143,25,2,1,0,0,0
230,2,47,271,36,25,167,17,1,8,1,1,0
230,3,39,253,28,27,192,23,0,3,1,1,0
230,4,44,201,37,18,222,34,0,4,2,3,0
231,0,41,310,45,22,114,29,1,1,1,0,0
231,1,37,271,60,33,151,17,3,1,0,0,0
231,2,43,272,35,29,164,20,1,8,1,0,1
231,3,32,252,28,26,191,25,1,2,2,2,1
231,4,49,204,34,19,217,38,0,5,2,1,0
232,0,36,313,42,22,111,32,1,2,0,0,0
232,1,31,278,54,35,151,16,2,1,0,0,0
232,2,46,268,38,25,160,26,0,7,1,2,0
232,3,38,256,24,31,195,21,1,2,2,1,0
232,4,42,201,35,16,223,34,0,6,1,3,0
233,0,32,310,45,24,119,24,1,2,0,1,0
233,1,31,290,40,35,149,20,2,1,0,2,1
233,2,43,261,45,23,163,24,0,6,1,1,0
233,3,37,258,23,25,191,24,1,3,1,0,0
233,4,41,204,31,19,224,34,0,5,2,0,0
234,0,28,312,46,23,123,17,2,2,0,0,0
234,1,37,297,34,30,146,22,1,0,1,0,0
234,2,34,269,40,20,160,24,0,6,1,0,0
234,3,46,252,31,25,192,21,0,3,1,0,0
234,4,30,213,24,19,223,33,0,7,0,0,0
235,0,27,303,55,19,121,19,1,2,0,0,0
235,1,38,298,33,28,148,20,1,0,1,1,0
235,2,35,271,38,17,163,20,0,7,1,1,0
235,3,50,249,32,22,194,21,1,3,1,2,0
235,4,32,211,24,22,230,28,0,7,0,3,0
236,0,32,303,54,16,128,13,1,2,0,1,0
236,1,34,293,38,26,148,20,2,0,1,0,1
236,2,36,270,42,20,158,22,0,6,2,1,0
236,3,48,246,32,17,198,20,1,3,1,2,0
236,4,40,211,24,18,236,22,0,7,0,0,0
237,0,33,298,58,17,124,18,1,2,0,1,0
237,1,33,289,41,28,146,23,2,0,1,1,0
237,2,36,276,36,22,158,22,0,5,3,1,0
237,3,45,244,32,25,198,22,2,3,1,2,0
237,4,42,212,22,17,235,24,0,7,0,3,1
238,0,44,299,58,16,123,18,1,2,0,0,0
238,1,33,283,46,25,147,22,1,0,2,3,1
238,2,35,272,40,26,163,17,0,6,2,1,0
238,3,45,239,35,28,196,26,3,3,1,2,0
238,4,46,208,24,21,228,33,0,7,0,2,0
239,0,46,295,63,21,128,12,1,2,0,1,0
239,1,33,288,42,20,144,24,0,1,1,1,0
239,2,42,272,39,30,158,23,0,6,2,2,0
239,3,46,234,38,29,195,29,2,4,0,2,0
239,4,42,208,27,22,225,34,0,6,0,0,0
240,0,52,306,50,24,132,10,1,2,0,1,0
240,1,33,275,55,23,145,23,0,1,1,1,0
240,2,41,269,42,22,161,21,0,6,1,1,0
240,3,42,237,37,29,192,30,1,4,0,0,1
240,4,43,209,27,24,220,38,0,6,0,2,0
241,0,46,308,47,26,131,12,1,2,0,1,0
241,1,40,284,46,23,143,25,0,1,1,0,0
241,2,40,266,44,20,161,22,0,5,2,0,1
241,3,42,236,35,25,205,20,2,4,0,3,1
241,4,36,206,32,21,220,36,0,6,0,1,0
242,0,43,307,49,27,130,12,1,2,0,0,0
242,1,39,283,47,25,145,23,0,1,1,1,0
242,2,40,268,44,22,158,24,0,4,2,0,0
242,3,44,237,33,24,207,19,2,4,0,1,0
242,4,34,210,27,21,216,41,0,6,0,1,0
243,0,37,308,48,22,131,11,1,2,0,0,0
243,1,41,284,45,24,143,26,0,2,0,1,0
243,2,46,269,44,29,158,24,0,3,2,1,0
243,3,40,234,36,28,203,23,1,4,0,1,0
243,4,38,210,29,21,215,40,0,6,0,1,0
244,0,33,310,46,21,127,14,0,3,0,0,0
244,1,36,293,35,27,138,32,0,2,0,2,0
244,2,48,276,39,29,153,27,0,4,1,1,0
244,3,32,229,41,32,202,24,1,4,0,1,0
244,4,46,204,34,24,220,36,0,6,0,1,0
245,0,30,305,51,23,124,17,1,3,0,0,0
245,1,37,283,44,32,144,27,0,2,0,1,0
245,2,47,280,36,29,150,29,1,5,0,0,0
245,3,32,232,37,24,205,22,0,4,0,2,0
245,4,50,212,28,25,217,38,0,3,2,0,0
246,0,31,293,62,22,130,12,2,3,0,1,0
246,1,37,289,39,26,148,23,2,1,0,1,0
246,2,45,281,36,27,157,21,1,4,1,0,0
246,3,40,234,36,25,200,25,0,4,1,0,0
246,4,57,203,37,20,214,39,0,4,3,2,0
247,0,32,294,61,23,124,18,2,3,0,0,0
247,1,33,294,35,22,149,21,2,1,0,0,1
247,2,37,278,38,24,159,20,1,3,2,2,0
247,3,41,238,31,23,204,21,1,5,1,2,1
247,4,55,207,33,24,217,36,0,4,3,0,0
248,0,37,298,56,26,121,22,2,3,0,1,0
248,1,35,293,36,22,152,18,2,1,0,1,0
248,2,34,280,37,27,159,19,2,2,3,2,0
248,3,37,238,30,22,200,25,1,5,2,2,0
248,4,50,207,34,25,214,38,1,4,3,0,0
249,0,40,302,52,21,117,26,2,2,1,1,0
249,1,37,283,45,23,157,14,1,1,0,2,1
249,2,40,283,33,23,158,21,3,2,3,1,0
249,3,40,229,38,22,202,25,2,5,1,2,0
249,4,44,207,33,31,219,34,1,3,4,0,1
250,0,37,298,56,21,120,23,2,1,2,0,0
250,1,40,270,58,21,154,17,1,1,0,0,1
250,2,50,281,36,18,160,19,2,3,1,1,0
250,3,46,227,38,20,201,27,0,6,1,1,0
250,4,45,209,30,32,228,26,2,4,3,2,0
251,0,32,308,47,22,113,28,2,3,1,0,0
251,1,45,286,43,24,151,19,1,1,0,0,0
251,2,43,280,37,22,165,14,2,2,2,0,0
251,3,40,227,40,17,196,30,1,6,1,0,0
251,4,41,205,34,32,229,26,1,3,3,2,0
252,0,33,310,46,23,117,24,0,1,2,0,1
252,1,42,282,45,21,154,18,2,1,0,1,0
252,2,40,285,32,19,161,18,2,2,2,1,0
252,3,46,226,41,22,195,31,2,5,2,2,0
252,4,42,201,39,31,228,25,1,6,1,0,0
253,0,42,312,45,21,122,19,0,2,0,0,0
253,1,38,275,50,21,156,17,2,2,0,2,0
253,2,39,278,40,16,165,13,1,2,2,0,0
253,3,47,234,33,21,196,30,1,5,2,0,0
253,4,48,194,46,25,228,25,1,6,1,1,0
254,0,45,303,54,23,122,19,1,2,0,0,0
254,1,34,273,52,20,157,16,2,2,0,0,0
254,2,39,281,39,18,162,15,1,1,2,1,0
254,3,52,231,34,21,194,34,1,5,2,1,1
254,4,50,199,41,30,224,28,1,6,2,0,1
255,0,41,295,62,28,128,13,1,1,1,0,0
255,1,36,271,53,20,160,13,1,3,0,2,0
255,2,41,281,39,18,157,20,2,1,2,2,0
255,3,59,231,35,20,193,34,1,5,2,1,0
255,4,54,197,42,27,220,33,1,7,1,1,0
256,0,39,298,56,31,129,15,0,1,1,2,0
256,1,30,279,46,29,155,17,0,3,0,0,0
256,2,38,275,46,21,154,23,2,1,1,1,0
256,3,55,232,36,18,189,36,0,6,1,0,0
256,4,56,204,34,27,220,35,1,7,0,3,1
257,0,44,307,48,30,130,13,0,1,1,0,0
257,1,27,283,40,30,150,24,0,2,1,2,0
257,2,36,279,37,24,163,19,2,1,1,5,0
257,3,41,231,37,23,190,35,0,7,0,1,0
257,4,42,207,28,22,220,38,1,7,0,3,0
258,0,45,305,51,36,129,13,0,1,1,0,0
258,1,29,286,38,25,148,25,0,3,0,1,0
258,2,34,277,37,21,161,22,1,2,1,2,0
258,3,41,224,45,21,195,29,0,7,0,2,0
258,4,48,211,26,26,215,40,1,8,0,0,0
259,0,39,307,48,33,125,17,0,2,1,1,0
259,1,33,281,43,29,146,27,0,3,0,2,0
259,2,37,279,36,25,159,23,2,2,1,1,0
259,3,46,225,45,17,188,35,0,6,1,1,0
259,4,47,209,30,29,222,31,1,8,0,0,0
260,0,42,299,56,32,128,13,0,3,1,1,0
260,1,31,278,46,27,149,24,0,3,0,1,0
260,2,51,283,33,26,154,27,2,2,1,0,0
260,3,48,228,43,15,194,28,0,6,1,1,0
260,4,43,203,37,23,222,31,1,7,0,0,0
261,0,44,312,43,27,127,14,0,3,1,0,0
261,1,32,278,48,32,147,24,0,3,0,0,0
261,2,49,278,38,27,153,28,2,2,1,0,0
261,3,39,230,43,20,198,23,0,6,0,0,0
261,4,43,205,35,18,218,35,1,6,1,1,0
262,0,47,312,43,28,125,16,0,3,1,1,0
262,1,42,285,42,30,139,31,0,3,0,0,0
262,2,44,275,44,24,157,22,1,1,1,0,0
262,3,34,231,42,24,199,22,0,6,0,1,2
262,4,41,202,37,18,222,33,1,6,0,1,0
263,0,50,304,52,26,118,22,0,3,1,0,0
263,1,38,281,46,32,140,29,1,4,0,0,0
263,2,51,276,41,32,153,27,1,2,1,2,0
263,3,33,228,46,24,191,29,0,6,0,1,0
263,4,49,206,36,24,222,31,2,3,2,1,0
264,0,48,309,47,31,118,22,0,3,1,0,0
264,1,29,283,43,27,139,31,1,4,0,0,1
264,2,52,277,38,33,156,26,1,3,0,2,1
264,3,32,232,44,20,191,27,0,6,0,1,0
264,4,51,199,40,24,226,29,1,4,2,2,0
265,0,46,304,54,34,119,19,0,3,1,0,0
265,1,30,287,40,24,139,30,1,3,1,1,0
265,2,54,283,33,34,155,26,2,2,1,1,2
265,3,33,234,43,24,185,32,0,6,0,0,0
265,4,52,195,45,22,223,31,2,4,2,0,0
266,0,49,307,52,36,120,17,0,3,1,0,0
266,1,31,287,40,23,143,26,0,4,0,1,0
266,2,54,273,42,29,155,27,1,2,1,2,0
266,3,34,233,45,19,191,26,0,5,0,2,0
266,4,53,198,42,22,221,33,2,5,1,1,0
267,0,45,299,62,34,117,18,0,3,1,0,0
267,1,37,281,46,26,147,22,0,4,0,0,0
267,2,45,277,38,28,148,35,1,1,1,1,0
267,3,40,242,38,20,191,24,0,5,0,0,1
267,4,51,205,34,25,221,34,2,5,1,2,0
268,0,43,298,63,28,114,21,1,3,1,2,0
268,1,37,277,48,26,151,20,0,4,0,2,0
268,2,37,281,35,27,154,27,1,3,0,1,1
268,3,40,244,36,25,191,24,0,4,1,2,0
268,4,55,207,30,19,223,33,1,6,1,3,0
269,0,41,297,64,27,116,19,0,3,1,0,0
269,1,40,278,48,28,149,20,0,5,0,0,0
269,2,47,280,36,29,158,23,0,3,0,0,1
269,3,39,236,44,23,195,19,0,6,0,2,0
269,4,55,208,30,14,215,40,1,7,0,0,0
270,0,41,300,61,27,115,20,0,4,0,0,0
270,1,34,285,44,30,147,20,0,4,0,0,0
270,2,50,277,42,32,153,24,0,4,0,0,0
270,3,39,242,37,24,195,19,1,7,0,1,0
270,4,48,209,28,15,211,45,0,6,1,1,0
271,0,37,301,60,27,114,21,0,4,0,0,0
271,1,36,280,49,28,144,23,0,4,0,0,0
271,2,50,282,38,34,148,28,0,4,0,0,0
271,3,43,243,36,26,196,18,1,7,0,0,0
271,4,48,207,31,18,212,43,0,6,1,2,0
272,0,34,304,57,31,112,23,1,3,1,0,0
272,1,42,281,47,23,144,24,1,4,0,1,0
272,2,48,281,38,33,150,27,0,4,0,1,0
272,3,36,237,40,23,199,17,1,6,1,2,0
272,4,52,202,30,19,223,38,0,6,1,6,0
273,0,40,317,45,28,118,16,0,3,1,0,0
273,1,41,287,43,20,140,26,1,4,0,0,0
273,2,37,276,44,32,150,26,1,4,0,0,0
273,3,39,235,39,26,195,24,1,6,1,4,0
273,4,44,204,30,18,227,32,0,6,1,0,0
274,0,45,320,42,28,118,16,1,3,1,0,0
274,1,39,286,44,19,141,25,1,4,0,0,0
274,2,37,268,51,29,153,24,0,3,1,1,0
274,3,42,238,37,29,192,26,1,7,0,0,0
274,4,39,206,28,19,226,33,1,5,2,0,0
275,0,52,312,49,30,118,17,2,3,1,1,0
275,1,44,284,47,21,137,28,1,4,0,1,1
275,2,40,267,52,32,157,20,0,2,2,0,0
275,3,44,230,43,29,193,27,0,7,0,1,0
275,4,41,203,30,18,222,38,1,6,1,1,0
276,0,39,315,48,26,116,18,2,3,0,0,0
276,1,47,287,44,21,146,19,0,4,0,0,0
276,2,38,269,52,34,158,16,0,3,2,1,1
276,3,37,237,35,19,191,30,0,7,0,2,0
276,4,47,204,29,20,223,37,1,6,1,1,0
277,0,34,310,53,30,116,18,2,3,0,0,0
277,1,43,291,40,26,147,18,0,2,2,1,0
277,2,39,278,43,33,155,18,1,5,1,0,0
277,3,38,228,43,17,193,29,0,6,1,2,0
277,4,50,209,25,18,218,41,2,6,1,0,0
278,0,37,315,51,32,116,15,0,3,0,0,0
278,1,43,285,47,23,149,15,1,2,2,0,0
278,2,51,279,41,26,152,22,1,5,1,0,0
278,3,46,230,41,16,197,26,0,5,1,2,0
278,4,34,204,31,18,223,37,2,5,0,1,2
279,0,40,314,52,31,120,11,0,3,0,0,0
279,1,47,288,43,23,149,16,1,3,1,2,0
279,2,49,277,43,22,153,20,0,6,1,0,0
279,3,39,233,39,12,194,29,0,5,0,0,0
279,4,36,201,34,20,227,32,1,6,0,0,0
280,0,33,311,55,32,120,11,0,3,0,1,0
280,1,49,287,47,19,147,15,1,2,2,0,0
280,2,45,277,43,24,148,25,0,6,1,0,0
280,3,46,237,34,17,197,28,0,4,0,2,0
280,4,35,206,29,21,225,34,2,6,0,1,0
281,0,31,309,57,34,118,13,0,3,0,0,0
281,1,48,293,41,25,148,14,1,2,2,0,0
281,2,42,277,43,29,149,24,0,7,0,0,2
281,3,44,237,37,15,182,39,0,4,1,1,0
281,4,41,206,28,27,220,40,2,6,0,1,0
282,0,37,309,57,34,119,12,0,3,0,0,0
282,1,50,291,43,20,148,14,1,2,2,1,0
282,2,40,272,46,30,149,26,0,7,0,2,0
282,3,46,236,39,14,183,38,0,3,1,0,0
282,4,46,198,34,26,228,34,2,6,0,2,0
283,0,41,313,55,32,115,15,0,2,0,0,0
283,1,49,281,52,18,150,13,1,3,1,2,0
283,2,40,272,47,34,148,25,0,8,0,0,0
283,3,42,234,40,17,192,30,0,3,1,1,0
283,4,50,203,28,18,226,36,1,7,0,2,0
284,0,45,317,52,29,118,11,2,2,0,0,0
284,1,57,278,53,22,152,13,1,3,1,2,0
284,2,42,268,52,29,147,25,0,8,0,0,1
284,3,41,232,39,15,188,37,0,2,2,1,0
284,4,43,200,32,23,230,32,1,5,1,0,1
285,0,43,321,49,23,117,11,1,2,0,0,0
285,1,52,282,50,29,150,15,1,2,1,0,1
285,2,39,271,49,27,151,21,0,8,0,3,0
285,3,44,232,39,16,194,31,0,4,0,0,0
285,4,40,200,31,16,230,33,1,4,2,3,0
286,0,39,316,53,24,116,12,1,3,0,1,0
286,1,55,281,50,27,148,18,1,3,0,0,1
286,2,38,267,52,25,158,15,0,8,0,2,0
286,3,49,230,41,18,194,31,0,4,0,0,1
286,4,45,200,30,13,234,31,0,3,2,4,0
287,0,41,318,51,21,115,13,0,3,0,0,0
287,1,50,278,54,23,143,23,1,1,1,1,1
287,2,34,273,44,32,155,20,0,8,0,2,0
287,3,45,233,36,25,200,26,0,5,0,2,1
287,4,37,210,22,18,226,37,1,4,1,0,0
288,0,40,313,58,23,116,10,0,3,0,0,0
288,1,50,279,53,25,142,24,0,2,0,0,0
288,2,39,279,37,24,154,22,0,7,1,1,1
288,3,38,231,37,24,202,25,1,4,1,1,0
288,4,40,212,22,19,227,34,1,5,0,0,0
289,0,32,324,47,21,114,12,0,3,0,0,0
289,1,40,280,52,27,142,24,0,1,1,0,0
289,2,39,281,34,25,158,19,0,8,0,1,1
289,3,36,226,40,25,202,27,0,5,0,3,0
289,4,45,213,19,19,227,35,1,6,0,2,0
290,0,33,321,50,30,112,14,0,3,0,0,0
290,1,38,279,52,28,142,24,1,2,1,0,0
290,2,40,282,34,21,154,23,0,7,0,2,0
290,3,37,232,33,23,204,26,0,5,0,1,1
290,4,42,212,21,23,224,38,1,4,1,1,0
291,0,34,322,50,34,111,15,0,2,0,0,0
291,1,34,283,48,26,142,24,0,2,1,0,0
291,2,44,275,39,20,152,27,0,7,0,2,0
291,3,34,231,35,26,202,27,0,5,0,0,0
291,4,46,213,20,27,222,40,1,5,0,0,0
292,0,29,330,44,31,110,15,0,1,0,1,1
292,1,31,289,42,24,140,26,0,2,1,1,0
292,2,40,278,35,21,153,27,0,7,0,1,0
292,3,35,230,34,26,209,23,0,4,0,4,0
292,4,43,207,23,28,226,39,1,5,0,2,0
293,0,34,326,48,31,109,16,0,1,0,0,0
293,1,30,289,42,27,132,34,0,2,1,1,0
293,2,37,283,28,32,156,26,0,7,0,2,0
293,3,27,234,30,34,208,24,0,4,0,1,0
293,4,45,204,25,24,218,48,1,5,0,2,0
294,0,41,332,42,34,111,14,0,1,0,0,0
294,1,30,286,45,18,136,30,1,2,1,0,0
294,2,39,281,31,29,156,25,0,6,1,0,0
294,3,22,233,30,33,201,32,0,4,0,1,0
294,4,39,205,23,24,229,37,1,6,0,1,0
295,0,42,333,41,36,110,15,0,1,0,1,0
295,1,31,289,42,24,135,32,1,1,1,1,0
295,2,37,275,38,28,159,22,0,5,1,1,0
295,3,28,231,32,25,197,34,0,6,0,0,0
295,4,40,207,25,22,230,32,1,6,0,1,0
296,0,37,328,46,27,109,16,0,1,0,1,0
296,1,29,287,43,28,142,26,1,2,0,1,1
296,2,45,278,33,30,168,15,0,4,2,2,1
296,3,30,232,32,22,194,36,1,6,0,0,0
296,4,41,205,28,19,229,33,0,5,0,2,0
297,0,42,325,48,31,111,15,0,1,0,1,1
297,1,38,274,55,22,149,20,1,2,0,0,1
297,2,46,271,42,26,165,16,0,4,2,2,1
297,3,37,239,25,17,197,33,1,5,1,0,0
297,4,38,202,31,17,233,29,1,5,0,1,0
298,0,46,330,45,26,108,16,1,1,0,0,0
298,1,42,277,51,24,146,24,0,2,0,0,0
298,2,45,267,44,30,159,22,0,7,1,2,2
298,3,39,233,30,18,203,27,1,5,2,1,0
298,4,37,192,39,18,237,27,1,5,0,2,0
299,0,52,326,50,32,105,18,2,1,0,1,0
299,1,29,277,51,28,137,32,0,2,1,0,0
299,2,46,267,44,33,160,21,1,7,1,1,0
299,3,40,236,26,23,199,32,0,5,2,2,1
299,4,42,194,38,17,233,30,1,5,0,1,0
300,0,44,318,58,35,100,23,0,1,0,2,1
300,1,29,277,50,29,139,31,0,2,1,0,1
300,2,42,273,39,32,155,25,1,8,0,0,0
300,3,50,242,19,18,199,31,0,8,1,1,0
300,4,42,195,41,25,231,29,1,4,0,1,0
301,0,42,320,55,33,106,18,0,1,0,1,0
301,1,27,281,47,26,141,28,1,2,1,0,0
301,2,44,265,46,30,159,22,1,7,1,1,0
301,3,51,235,27,19,194,36,0,7,1,0,0
301,4,40,207,29,27,229,31,1,4,0,0,0
302,0,42,325,48,29,107,19,0,1,0,1,1
302,1,33,288,40,27,136,33,0,3,0,0,0
302,2,43,262,51,28,154,25,0,8,0,0,0
302,3,45,243,22,23,195,33,0,6,1,1,0
302,4,34,200,36,31,232,28,1,4,0,0,1
303,0,45,323,48,21,110,18,0,1,0,2,0
303,1,38,286,44,26,138,28,0,4,0,0,0
303,2,48,264,51,26,152,25,0,8,0,0,0
303,3,48,231,32,27,201,29,2,6,1,3,0
303,4,34,198,38,27,232,27,1,3,2,1,0
304,0,41,323,48,22,114,14,0,1,0,0,0
304,1,36,279,52,26,141,24,0,4,0,0,0
304,2,49,257,57,22,155,23,0,8,0,1,1
304,3,46,237,26,30,202,28,1,7,0,1,0
304,4,41,204,30,22,228,33,0,4,1,3,0
305,0,39,329,43,26,115,12,0,1,0,0,0
305,1,32,278,56,23,138,24,0,4,0,0,0
305,2,45,267,47,24,152,26,0,8,0,0,0
305,3,43,240,23,25,199,31,1,6,1,1,0
305,4,41,200,31,28,231,33,1,4,1,3,1
306,0,35,331,40,23,112,16,0,1,0,1,0
306,1,32,276,58,17,142,20,0,4,0,0,0
306,2,42,274,41,27,155,22,0,8,0,0,0
306,3,41,239,27,26,204,23,1,6,1,0,0
306,4,46,201,30,17,235,29,1,4,1,1,0
307,0,30,337,33,23,114,15,1,1,0,1,1
307,1,33,282,52,15,145,17,0,4,0,0,0
307,2,43,273,40,31,154,24,1,8,1,2,0
307,3,29,238,29,23,195,30,0,7,1,0,0
307,4,45,205,26,23,235,29,1,4,1,1,0
308,0,33,330,39,23,114,16,2,1,0,1,0
308,1,40,288,45,19,149,14,1,4,0,1,0
308,2,40,278,37,31,153,23,0,8,1,0,0
308,3,30,238,29,22,197,28,1,5,3,0,0
308,4,39,199,32,17,233,31,1,4,1,1,0
309,0,27,333,35,23,114,17,2,1,0,0,0
309,1,33,292,39,23,149,16,1,4,0,3,0
309,2,39,284,33,26,150,25,2,7,1,0,0
309,3,29,240,27,30,197,28,0,5,3,0,0
309,4,42,195,36,17,230,33,1,4,2,1,1
310,0,28,335,33,26,115,16,2,1,0,0,0
310,1,32,294,37,29,150,15,1,3,1,1,0
310,2,36,280,35,29,153,24,2,7,1,2,0
310,3,32,238,25,31,194,35,0,5,3,5,0
310,4,37,194,35,15,225,40,2,4,2,3,0
311,0,27,325,44,22,113,17,2,1,0,0,0
311,1,28,293,39,27,146,18,2,3,1,0,0
311,2,43,281,35,33,153,24,1,6,1,0,0
311,3,34,238,25,31,193,36,0,5,3,3,0
311,4,40,201,29,15,232,33,2,3,2,0,0
312,0,41,319,50,24,116,14,2,1,0,0,0
312,1,32,289,42,29,139,26,2,3,1,1,0
312,2,48,279,38,28,150,26,1,6,1,0,0
312,3,43,227,35,24,205,25,0,5,3,1,0
312,4,42,190,41,18,232,32,2,3,2,0,0
313,0,39,322,45,23,114,18,2,1,0,1,0
313,1,35,282,49,34,147,18,2,4,0,1,1
313,2,38,283,34,26,147,29,1,6,1,1,0
313,3,40,231,31,22,208,23,0,4,3,2,0
313,4,42,196,35,20,227,37,1,3,2,1,1
314,0,39,313,54,27,117,15,2,1,0,0,0
314,1,34,286,43,31,145,22,1,3,1,1,0
314,2,41,280,38,27,142,33,2,6,1,0,1
314,3,48,227,34,27,208,24,0,4,3,1,0
314,4,43,199,36,17,225,35,1,4,1,0,0
315,0,37,309,58,26,114,18,2,1,0,0,0
315,1,35,286,44,29,141,25,1,3,1,0,0
315,2,45,281,38,31,148,27,3,6,0,1,0
315,3,47,225,36,26,201,30,0,4,4,2,0
315,4,47,203,35,19,227,31,0,3,1,2,0
316,0,32,316,50,34,116,17,1,1,0,1,0
316,1,39,278,52,29,140,26,1,3,1,0,0
316,2,44,285,33,31,149,27,3,6,0,1,0
316,3,40,229,32,29,196,35,0,5,3,0,0
316,4,47,205,35,23,215,41,0,3,1,0,0
317,0,33,314,54,33,114,16,1,2,0,0,0
317,1,37,284,48,29,138,26,1,4,0,0,0
317,2,50,278,41,27,154,21,0,6,0,0,0
317,3,41,229,31,28,203,29,0,6,2,2,0
317,4,47,207,34,22,208,47,0,4,0,1,0
318,0,35,318,53,33,116,12,1,1,0,1,0
318,1,36,295,38,24,138,25,1,4,0,0,0
318,2,46,279,42,27,148,25,1,6,0,0,1
318,3,35,229,34,25,204,25,0,6,2,1,0
318,4,44,214,29,16,215,38,0,3,1,0,0
319,0,46,312,58,36,114,15,0,1,0,1,0
319,1,38,287,46,32,140,23,1,4,0,0,0
319,2,48,282,40,28,146,26,1,6,0,0,0
319,3,37,229,36,25,200,28,1,6,1,1,1
319,4,52,200,41,16,209,45,0,3,2,2,0
320,0,50,306,62,33,115,15,0,2,0,2,0
320,1,40,287,44,35,151,14,2,4,0,3,1
