time,state,patch1,patch2,patch3,patch4,patch5
335,M,91.155,173.368,264.182,363.221,441.636
335,Y,8.93371,20.8909,32.1634,55.4156,74.9662
335,Z,2.84087,6.65215,10.1135,17.5237,23.1608
336,M,91.0395,174.031,268.364,353.899,445.172
336,Y,9.00659,20.9765,32.3028,55.1147,75.4404
336,Z,2.80788,6.65642,10.1138,17.4552,23.1073
337,M,88.2356,175.528,272.128,357.209,444.755
337,Y,8.99336,21.0692,32.4003,55.0615,76.0084
337,Z,2.78451,6.61974,10.1446,17.4577,23.0748
338,M,86.612,175.075,265.615,356.588,443.479
338,Y,8.96534,21.1038,32.5311,55.1313,76.337
338,Z,2.75325,6.59335,10.1352,17.5169,23.0617
339,M,86.9508,177.368,262.453,357.829,445.932
339,Y,8.94924,21.1792,32.5899,55.2241,76.5718
339,Z,2.71839,6.57732,10.1242,17.5725,23.0728
340,M,88.1557,179.431,263.208,358.047,451.738
340,Y,8.922,21.1905,32.6338,55.3849,76.8779
340,Z,2.69166,6.56835,10.0898,17.6311,23.1378
341,M,90.1402,183.088,274.687,353.742,454.265
341,Y,8.92102,21.3407,32.8946,55.2279,77.226
341,Z,2.69187,6.58222,10.0697,17.6112,23.1423
342,M,91.9261,181.879,273.319,348.968,450.238
342,Y,8.98032,21.3573,33.1483,55.0226,77.5352
342,Z,2.71089,6.59562,10.0293,17.5806,23.0996
343,M,97.1335,188.891,266.687,354.571,447.514
343,Y,9.09127,21.5308,33.2581,54.9408,77.7417
343,Z,2.74092,6.5822,10.0189,17.6074,23.0989
344,M,94.6202,181.702,276.918,358.714,460.363
344,Y,9.15072,21.6329,33.5557,55.0744,78.0179
344,Z,2.75567,6.57851,10.0554,17.5049,23.2097
345,M,91.4582,180.632,273.526,360.642,448.527
345,Y,9.10722,21.7082,33.7766,55.2179,78.1379
345,Z,2.78141,6.55961,10.0614,17.4022,23.3711
346,M,88.6123,180.569,282.174,358.778,445.974
346,Y,9.03378,21.8093,33.9431,55.3542,78.3696
346,Z,2.80349,6.55578,10.0932,17.39,23.5252
347,M,91.4511,175.112,283.656,357.1,437.377
347,Y,8.981,21.7663,34.0787,55.5176,78.4466
347,Z,2.82636,6.58266,10.137,17.2956,23.674
348,M,94.006,175.601,283.191,355.59,432.339
348,Y,9.01275,21.6696,34.3364,55.5286,78.1888
348,Z,2.82221,6.61173,10.1675,17.2789,23.8523
349,M,91.8054,176.941,280.972,359.631,435.005
349,Y,8.99101,21.7251,34.4219,55.487,78.1012
349,Z,2.81342,6.62259,10.2086,17.3008,23.9554
350,M,89.8249,179.046,284.374,356.068,436.504
350,Y,8.97821,21.6969,34.6389,55.3519,77.8501
350,Z,2.80837,6.64624,10.2271,17.3299,24.029
351,M,85.3424,184.542,279.337,354.661,450.454
351,Y,8.90318,21.8615,34.6421,55.1847,78.0032
351,Z,2.79982,6.64981,10.2408,17.3804,24.1251
352,M,84.9081,184.988,291.903,346.195,449.509
352,Y,8.79904,22.0906,34.8373,54.8333,78.1316
352,Z,2.79951,6.69694,10.3227,17.3311,24.2343
353,M,87.2173,186.289,287.013,351.176,458.558
353,Y,8.74854,22.2703,35.003,54.5784,78.5141
353,Z,2.81812,6.70216,10.4023,17.2667,24.3314
354,M,86.5956,187.46,297.912,360.158,452.302
354,Y,8.69844,22.3455,35.1521,54.8736,78.7961
354,Z,2.85294,6.75659,10.4367,17.241,24.3962
355,M,81.536,194.814,296.92,365.542,453.872
355,Y,8.63032,22.4694,35.3817,55.1647,79.2373
355,Z,2.87159,6.78863,10.5301,17.2829,24.4828
356,M,87.7824,193.333,299.628,360.488,457.985
356,Y,8.64496,22.7079,35.6504,55.1805,79.631
356,Z,2.85794,6.81227,10.5994,17.328,24.5205
357,M,90.7042,192.899,296.666,355.939,457.186
357,Y,8.63974,22.9922,35.7709,55.1223,80.1292
357,Z,2.8349,6.84399,10.6517,17.3707,24.5932
358,M,88.8338,191.609,296.699,342.845,467.268
358,Y,8.62567,23.127,36.0409,54.8986,80.7108
358,Z,2.81833,6.83049,10.6943,17.422,24.6174
359,M,89.8504,188.648,286.829,335.561,465.541
359,Y,8.61279,23.2873,36.1797,54.4776,81.122
359,Z,2.8283,6.80016,10.7751,17.4255,24.5365
360,M,91.6654,184.184,286.946,334.405,468.487
360,Y,8.63953,23.3243,36.2207,54.0359,81.7433
360,Z,2.82147,6.81757,10.802,17.4124,24.509
361,M,97.7988,179.265,276.252,340.564,472.038
361,Y,8.72604,23.2643,36.1458,53.7596,82.3745
361,Z,2.81746,6.80873,10.87,17.37,24.4302
362,M,96.1189,173.039,278.326,356.008,477.034
362,Y,8.75608,23.0673,36.2958,53.839,82.9056
362,Z,2.79391,6.86036,10.8711,17.3175,24.4782
363,M,105.407,178.235,273.894,353.707,483.331
363,Y,8.86793,23.0374,36.2666,53.9936,83.5798
363,Z,2.76123,6.93228,10.9323,17.2073,24.5185
364,M,105.666,180.211,287.004,351.636,485.398
364,Y,9.00336,23.0787,36.3917,54.1464,83.944
364,Z,2.74538,6.98865,10.9843,17.1273,24.6386
365,M,109.5,183.79,281.704,358.773,480.958
365,Y,9.162,23.1984,36.2917,54.3883,84.2263
365,Z,2.72966,7.01225,11.0311,17.2199,24.7271
366,M,106.65,178.911,281.434,365.195,485.062
366,Y,9.26168,23.2339,36.2317,54.7877,84.424
366,Z,2.70829,7.05114,11.1032,17.3113,24.8655
367,M,102.285,179.92,282.99,366.476,468.956
367,Y,9.36648,23.2662,36.1321,55.0208,84.4318
367,Z,2.71288,7.12599,11.1875,17.3162,24.989
368,M,103.756,181.728,280.791,361.328,453.56
368,Y,9.45686,23.3202,35.9646,55.2133,84.1337
368,Z,2.71124,7.21519,11.2253,17.298,25.1454
369,M,102.381,177.955,282.412,362.095,452.304
369,Y,9.50006,23.3055,35.8736,55.5235,83.69
369,Z,2.70683,7.25748,11.31,17.2278,25.3279
370,M,102.043,176.36,275.771,364.586,449.374
370,Y,9.49102,23.2556,35.7004,55.7273,83.3925
370,Z,2.70278,7.30779,11.3536,17.0957,25.4569
371,M,101.738,180.324,279.694,358.727,447.636
371,Y,9.45299,23.2897,35.7599,55.777,82.9984
371,Z,2.71117,7.31941,11.3665,16.957,25.6519
372,M,96.9645,177.591,281.424,362.455,450.573
372,Y,9.40514,23.3004,35.8755,55.8086,82.579
372,Z,2.73832,7.30058,11.3429,16.8703,25.85
373,M,99.868,181.432,281.182,374.809,448.716
373,Y,9.38078,23.3992,35.9482,55.9741,82.2849
373,Z,2.74775,7.23875,11.39,16.8952,26.0166
374,M,98.8812,180.389,281.864,370.628,438.944
374,Y,9.38206,23.4709,35.8853,56.0304,81.8148
374,Z,2.78285,7.22937,11.3808,16.9438,26.2282
375,M,100.693,170.45,280.677,364.165,435.55
375,Y,9.38347,23.4182,35.9529,56.0465,81.0981
375,Z,2.82535,7.24235,11.4201,16.9917,26.3425
376,M,97.8238,171.405,283.21,362.849,427.995
376,Y,9.39034,23.2937,36.1271,55.9306,80.309
376,Z,2.87513,7.27989,11.3887,17.0676,26.4311
377,M,99.7414,167.765,277.389,364.364,429.295
377,Y,9.39695,23.1435,36.1534,55.9614,79.6703
377,Z,2.90641,7.29103,11.3699,17.1929,26.4932
378,M,97.8673,175.288,269.45,376.528,429.566
378,Y,9.36977,23.1028,36.0271,56.1594,79.0516
378,Z,2.9393,7.30118,11.3386,17.2661,26.4956
379,M,97.9806,175.759,275.805,382.975,429.809
379,Y,9.33227,23.098,36.0773,56.3566,78.4813
379,Z,2.96766,7.31811,11.2861,17.3265,26.4021
380,M,98.0825,168.983,269.824,382.477,438.128
380,Y,9.27603,22.9431,36.0907,56.6685,78.1347
380,Z,2.98122,7.3135,11.2575,17.4239,26.2628
381,M,99.0742,167.385,269.842,373.93,427.615
381,Y,9.29264,22.8152,35.9955,56.7787,77.4809
381,Z,2.97838,7.29784,11.2032,17.4878,26.1694
382,M,97.2668,172.247,268.958,385.137,424.454
382,Y,9.24865,22.7545,35.9478,57.1044,76.7414
382,Z,2.96645,7.30854,11.2218,17.5034,26.0458
383,M,100.14,168.522,262.762,385.323,426.108
383,Y,9.25725,22.6459,35.7188,57.3836,76.2113
383,Z,2.95143,7.31192,11.2581,17.5133,25.9142
384,M,95.5261,169.67,268.886,381.891,437.498
384,Y,9.1962,22.5677,35.5526,57.66,75.9396
384,Z,2.94379,7.34292,11.2809,17.5653,25.8219
385,M,92.2735,170.703,268.997,383.302,431.548
385,Y,9.07865,22.5269,35.4724,57.9949,75.5196
385,Z,2.94419,7.36543,11.2612,17.5829,25.6743
386,M,89.3462,170.732,277.197,379.171,443.293
386,Y,8.96617,22.5762,35.437,58.0867,75.4304
386,Z,2.94463,7.34889,11.2824,17.588,25.4494
387,M,92.1115,170.759,275.578,379.054,443.964
387,Y,8.91545,22.6125,35.4533,58.0697,75.2996
387,Z,2.94679,7.3098,11.3371,17.5516,25.2018
388,M,91.9004,176.183,280.42,373.549,438.267
388,Y,8.83522,22.6554,35.521,58.2211,75.1335
388,Z,2.94886,7.26268,11.3453,17.5613,25.0014
389,M,89.9104,171.165,276.678,358.694,433.141
389,Y,8.7672,22.6192,35.5728,57.9616,74.8901
389,Z,2.94033,7.2499,11.3057,17.6234,24.8072
390,M,92.6193,173.848,267.91,357.925,443.827
390,Y,8.73342,22.5976,35.467,57.6407,74.9464
390,Z,2.92857,7.24841,11.3214,17.6853,24.6283
391,M,95.0574,178.064,271.719,365.332,454.344
391,Y,8.74816,22.6783,35.3986,57.3539,75.1619
391,Z,2.91092,7.19978,11.3256,17.7832,24.5195
392,M,95.4516,175.557,266.147,362.099,456.61
392,Y,8.78281,22.6343,35.1885,56.9826,75.3987
392,Z,2.91613,7.15964,11.2958,17.8178,24.3143
393,M,97.6065,172.402,276.433,362.789,457.749
393,Y,8.81093,22.6087,35.1238,56.5013,75.6472
393,Z,2.90232,7.14061,11.2808,17.92,24.0823
394,M,98.6458,167.761,277.589,350.81,451.574
394,Y,8.87093,22.3982,35.1607,56.0441,75.5105
394,Z,2.90502,7.10652,11.2089,18.0076,23.9159
395,M,94.1813,168.085,275.03,350.829,439.716
395,Y,8.87207,22.2385,35.1063,55.7354,75.0945
395,Z,2.88587,7.08199,11.1568,18.0943,23.8306
396,M,91.9631,169.277,273.627,346.346,439.845
396,Y,8.89493,22.1072,34.9165,55.3773,74.9114
396,Z,2.84898,7.06919,11.1316,18.1994,23.6989
397,M,95.3668,174.849,275.965,348.612,439.06
397,Y,8.93803,22.0613,34.816,55.1425,74.8256
397,Z,2.81368,7.08466,11.1205,18.2282,23.6708
398,M,94.8301,183.464,270.868,353.35,444.654
398,Y,8.92837,22.167,34.7318,54.8652,74.9982
398,Z,2.79776,7.09605,11.1256,18.2229,23.6298
399,M,95.2471,180.418,273.481,351.315,448.789
399,Y,8.91491,22.1678,34.7289,54.7007,75.4175
399,Z,2.77259,7.1095,11.1469,18.2704,23.5777
400,M,91.1224,176.776,274.033,346.784,447.11
400,Y,8.87344,22.0982,34.7605,54.4621,75.6452
400,Z,2.75124,7.09813,11.1631,18.189,23.5013
401,M,92.8102,180.698,278.13,347.205,439.299
401,Y,8.87929,22.1633,34.8635,54.1669,75.6422
401,Z,2.74064,7.09137,11.1299,18.0883,23.519
402,M,88.9291,182.429,278.217,349.385,434.069
402,Y,8.86986,22.1405,35.0886,53.9325,75.5618
402,Z,2.74526,7.1167,11.1085,17.9983,23.5866
403,M,91.7362,186.686,278.295,358.546,432.062
403,Y,8.90297,22.1952,35.2589,53.7901,75.3922
403,Z,2.75614,7.10288,11.0425,17.8817,23.6609
404,M,94.2626,195.917,285.566,362.292,431.156
404,Y,8.91961,22.4159,35.5094,54.1043,74.8826
404,Z,2.76496,7.09486,11.0222,17.7307,23.7389
405,M,90.2364,193.425,283.109,369.263,444.74
405,Y,8.91419,22.5043,35.6572,54.401,74.9152
405,Z,2.78379,7.02881,11.0338,17.5872,23.696
406,M,92.9127,191.183,285.398,369.236,440.766
406,Y,8.97167,22.5702,35.788,54.6935,74.7853
406,Z,2.78415,6.97867,11.0167,17.4904,23.5655
407,M,91.7214,184.665,282.958,359.313,434.49
407,Y,9.00088,22.532,35.9021,54.7427,74.6516
407,Z,2.79132,6.93746,10.9572,17.378,23.508
408,M,87.9493,181.498,283.463,366.581,432.441
408,Y,8.97569,22.4636,36.0593,54.7984,74.538
408,Z,2.80485,6.92308,10.9256,17.3043,23.4811
409,M,88.1544,181.348,278.516,361.423,434.197
409,Y,8.94251,22.3967,36.0385,55.0079,74.3537
409,Z,2.80182,6.95623,10.8992,17.2173,23.5352
410,M,92.8389,184.813,277.665,355.881,430.377
410,Y,8.93446,22.3372,36.081,54.9677,74.3219
410,Z,2.79759,6.9565,10.8983,17.1657,23.6668
411,M,94.355,182.532,282.298,349.993,420.639
411,Y,8.93398,22.3088,36.1655,54.9594,74.0391
411,Z,2.78458,6.93465,10.9082,17.0908,23.7383
412,M,94.8195,178.679,291.868,351.894,419.075
412,Y,8.92809,22.1532,36.2494,55.0309,73.912
412,Z,2.78642,6.95508,10.9405,16.9982,23.7373
413,M,97.0376,179.711,293.282,350.904,421.268
413,Y,8.96176,22.0905,36.5304,54.9113,73.6049
413,Z,2.78346,6.94792,11.0112,16.9246,23.7121
414,M,101.734,186.04,281.953,341.014,431.341
414,Y,9.06795,22.1023,36.6455,54.4616,73.5757
414,Z,2.79385,6.96508,11.0646,16.8799,23.6589
415,M,97.8604,176.436,276.258,333.912,433.207
415,Y,9.11603,22.0054,36.7069,54.0822,73.4365
415,Z,2.79907,7.03436,11.1432,16.9785,23.4989
416,M,100.674,175.892,288.232,335.621,428.586
416,Y,9.18722,21.8099,36.9296,53.9825,73.2428
416,Z,2.79737,7.06207,11.1896,17.0716,23.5092
417,M,93.307,178.103,286.409,345.259,430.728
417,Y,9.19785,21.6257,37.074,53.9405,73.0983
417,Z,2.81541,7.08278,11.2307,17.1634,23.4684
418,M,97.4763,182.793,282.968,348.533,426.355
418,Y,9.18656,21.5319,37.1167,54.0801,72.9593
418,Z,2.82457,7.07077,11.2664,17.1789,23.4265
419,M,101.229,189.714,280.771,347.88,431.419
419,Y,9.18707,21.609,37.0906,54.2782,72.9374
419,Z,2.81667,7.04933,11.3158,17.1963,23.3908
420,M,98.3058,191.442,278.794,354.492,423.377
420,Y,9.11207,21.6688,37.0804,54.7283,72.6163
420,Z,2.80625,7.02833,11.3093,17.2621,23.333
421,M,99.2752,190.298,283.315,358.643,437.74
421,Y,9.08494,21.7395,37.1657,55.0386,72.4939
421,Z,2.80373,7.00964,11.3226,17.2495,23.323
422,M,99.2477,185.668,284.683,357.878,430.866
422,Y,9.01238,21.799,37.2439,55.1769,72.3568
422,Z,2.80358,7.00075,11.3491,17.2468,23.2342
423,M,96.5229,185.101,285.915,365.291,430.979
423,Y,8.92779,21.8531,37.2703,55.3852,72.2641
423,Z,2.80173,6.95191,11.3754,17.2693,23.1944
424,M,97.6706,184.591,283.423,355.762,427.481
424,Y,8.92627,21.9473,37.3028,55.3829,71.9419
424,Z,2.8123,6.93224,11.4636,17.2317,23.098
425,M,94.2036,184.132,284.781,357.985,437.833
425,Y,8.885,22.0565,37.3198,55.3526,71.8334
425,Z,2.84562,6.93594,11.4997,17.0906,23.0888
426,M,93.7832,182.819,278.803,359.987,434.55
426,Y,8.8095,22.0914,37.2198,55.4547,71.8397
426,Z,2.86071,6.90554,11.519,16.9716,23.0451
427,M,91.6049,178.037,281.523,358.188,431.595
427,Y,8.7184,22.0698,37.1976,55.5149,71.741
427,Z,2.88305,6.84418,11.5889,16.9403,22.9844
428,M,87.8444,181.833,281.27,359.269,428.035
428,Y,8.6286,22.0806,37.1854,55.5168,71.7085
428,Z,2.88638,6.78637,11.6342,16.9271,22.939
429,M,81.76,179.85,283.743,358.442,424.832
429,Y,8.42962,22.0939,37.3236,55.3863,71.8189
429,Z,2.88284,6.75694,11.6476,16.9709,22.8954
430,M,79.884,181.665,282.369,355.898,431.849
430,Y,8.23801,22.0419,37.5509,55.2858,72.0291
430,Z,2.883,6.78113,11.6394,17.0331,22.8885
431,M,82.6956,184.198,282.032,354.508,422.864
431,Y,8.10625,22.005,37.6819,55.0898,72.1915
431,Z,2.85946,6.79991,11.6362,17.1743,22.7878
432,M,88.826,186.479,288.029,352.358,433.677
432,Y,8.04324,22.0142,37.8297,54.868,72.69
432,Z,2.85095,6.82208,11.663,17.2717,22.7493
433,M,94.3434,179.531,287.126,354.922,426.31
433,Y,8.11374,21.8562,37.8754,54.7358,72.9296
433,Z,2.82818,6.84076,11.6875,17.3151,22.7063
434,M,91.2091,172.378,291.713,352.73,418.779
434,Y,8.13304,21.7154,37.8424,54.6101,72.9848
434,Z,2.80164,6.85774,11.6958,17.3805,22.6772
435,M,89.2882,174.94,296.742,346.257,424.601
435,Y,8.17623,21.5699,37.8777,54.4225,73.0688
435,Z,2.80116,6.88729,11.706,17.3798,22.5761
436,M,96.5593,178.146,292.268,345.831,437.941
436,Y,8.27074,21.4389,37.8533,54.2682,73.5667
436,Z,2.78821,6.92157,11.7113,17.3702,22.5421
437,M,96.8034,178.331,296.341,358.948,432.847
437,Y,8.38221,21.281,37.9043,54.4613,73.8637
437,Z,2.76452,6.93252,11.68,17.4023,22.544
438,M,102.423,182.998,295.507,364.453,426.462
438,Y,8.5405,21.2462,37.8725,54.7096,73.9088
438,Z,2.73592,6.92573,11.673,17.4212,22.5131
439,M,97.5808,191.698,293.856,374.808,424.316
439,Y,8.62015,21.3258,37.9392,55.012,74.0543
439,Z,2.70775,6.92911,11.6692,17.4218,22.5029
440,M,92.3227,194.129,293.271,361.627,426.884
440,Y,8.65941,21.5166,37.9853,55.064,74.1952
440,Z,2.64531,6.9333,11.7125,17.3808,22.5375
441,M,91.1904,198.116,290.944,371.364,425.596
441,Y,8.64613,21.7003,38.2044,55.2144,74.3707
441,Z,2.58518,6.91699,11.7839,17.3493,22.6035
442,M,91.9714,200.804,292.449,368.428,428.936
442,Y,8.57824,21.9676,38.434,55.2935,74.7763
442,Z,2.54383,6.9054,11.825,17.2878,22.6545
443,M,95.3742,201.424,285.704,364.885,442.743
443,Y,8.58316,22.047,38.5639,55.1912,75.6492
443,Z,2.52406,6.90828,11.8713,17.2182,22.8109
444,M,96.6368,199.281,285.934,361.697,434.468
444,Y,8.57979,22.1553,38.6854,55.1124,76.1257
444,Z,2.54618,6.85869,11.8857,17.1767,22.8861
445,M,104.073,194.653,276.24,365.127,441.421
445,Y,8.66564,22.2843,38.6658,55.1345,76.4995
445,Z,2.55224,6.81451,11.8753,17.1372,22.9034
446,M,102.666,194.988,276.516,370.914,446.779
446,Y,8.70494,22.4129,38.7949,55.2446,76.9235
446,Z,2.56579,6.76887,11.8864,17.0784,22.9298
447,M,100.499,188.089,266.865,370.723,446.201
447,Y,8.71704,22.511,38.7182,55.1563,77.3636
447,Z,2.59545,6.72776,11.8788,17.0299,23.086
448,M,98.5493,189.08,262.678,382.251,442.081
448,Y,8.73632,22.6949,38.4858,55.1939,77.5852
448,Z,2.63043,6.6782,11.8948,17.0905,23.1792
449,M,102.194,189.972,259.81,381.825,434.773
449,Y,8.75618,22.8432,38.1685,55.4397,77.6879
449,Z,2.6801,6.66729,11.8848,17.1684,23.1934
450,M,101.875,187.175,259.029,376.943,433.596
450,Y,8.78942,22.8849,37.7872,55.6774,77.729
450,Z,2.70509,6.69228,11.9057,17.2634,23.239
451,M,99.7874,187.357,257.426,385.149,424.436
451,Y,8.77651,22.8756,37.5523,56.0105,77.3887
451,Z,2.71742,6.75215,11.9202,17.2797,23.2832
452,M,101.509,175.822,252.384,389.834,419.793
452,Y,8.81794,22.7183,37.2127,56.4016,76.8523
452,Z,2.71325,6.80977,11.9889,17.3269,23.3383
453,M,102.158,175.34,253.245,376.95,415.613
453,Y,8.85593,22.5677,36.9078,56.4307,76.5167
453,Z,2.69194,6.89368,12.061,17.3517,23.4656
454,M,98.2421,174.006,251.321,372.555,418.152
454,Y,8.84603,22.3729,36.5294,56.5938,76.3044
454,Z,2.69349,6.91858,12.1018,17.3196,23.7395
455,M,94.7178,172.805,257.689,362.3,415.037
455,Y,8.82418,22.2138,36.2448,56.6204,75.9695
455,Z,2.69243,6.95256,12.1399,17.2948,23.889
456,M,96.0461,171.725,259.82,371.07,421.233
456,Y,8.84787,22.0535,35.9248,56.8232,75.7762
456,Z,2.71937,6.99306,12.1337,17.3018,24.0064
457,M,90.9415,176.152,256.338,363.663,429.51
457,Y,8.82308,22.0056,35.5588,56.8849,75.8954
457,Z,2.7317,7.0334,12.1743,17.3363,24.1394
458,M,91.7473,176.537,255.004,371.397,431.559
458,Y,8.73824,21.8617,35.3257,57.1857,76.1872
458,Z,2.7355,7.06419,12.1502,17.3086,24.2775
459,M,92.4726,174.183,257.404,376.557,431.603
459,Y,8.67651,21.7364,35.2082,57.476,76.2845
459,Z,2.74155,7.1219,12.0772,17.3204,24.3471
460,M,93.1253,176.565,258.663,383.001,427.143
460,Y,8.62544,21.6823,34.9989,57.8811,76.1657
460,Z,2.74778,7.16845,11.9777,17.3976,24.3793
461,M,89.2128,174.208,261.597,386.101,427.628
461,Y,8.55131,21.4831,35.0009,58.3405,75.9631
461,Z,2.75821,7.18151,11.858,17.4722,24.3922
462,M,84.7915,169.388,266.037,383.491,428.966
462,Y,8.4482,21.3192,34.9869,58.5647,75.8242
462,Z,2.75416,7.17861,11.7843,17.5767,24.2854
463,M,79.9124,171.349,261.934,375.742,439.169
463,Y,8.28443,21.2624,34.9597,58.655,75.9753
463,Z,2.76716,7.12926,11.6777,17.6994,24.1171
464,M,83.6211,169.514,257.34,377.768,442.952
464,Y,8.16003,21.1947,34.8752,58.8077,76.0236
464,Z,2.77909,7.082,11.582,17.7085,24.0117
465,M,88.759,170.563,258.606,372.391,446.357
465,Y,8.11643,21.1203,34.8459,58.5369,76.3658
465,Z,2.77598,7.02085,11.4633,17.7597,23.9451
466,M,88.8831,168.806,260.646,368.452,434.121
466,Y,8.09264,21.0471,34.853,58.1458,76.4695
466,Z,2.76912,6.97094,11.374,17.7681,23.84
467,M,88.9948,168.126,264.281,364.907,433.909
467,Y,8.09788,20.9401,34.9738,57.6317,76.5563
467,Z,2.77655,6.92062,11.2736,17.8317,23.7794
468,M,89.9953,171.113,265.753,367.116,435.518
468,Y,8.0888,20.91,35.0892,57.2564,76.5756
468,Z,2.76878,6.90559,11.1587,17.8511,23.8168
469,M,92.6958,166.602,265.278,363.704,438.766
469,Y,8.11209,20.8302,35.1272,57.0482,76.5442
469,Z,2.74215,6.86043,11.0856,17.9455,23.9083
470,M,94.2262,172.442,261.25,364.234,436.29
470,Y,8.15798,20.7972,35.1254,56.9043,76.497
470,Z,2.72278,6.82111,11.0487,18.0366,23.9389
471,M,96.5036,175.897,268.425,372.811,419.661
471,Y,8.17719,20.8394,35.3193,57.0976,75.9512
471,Z,2.70676,6.80413,10.983,18.1637,23.9016
472,M,97.6532,183.508,274.882,366.129,416.395
472,Y,8.17795,21.0559,35.6314,56.9008,75.4598
472,Z,2.68349,6.74162,10.9837,18.3079,23.838
473,M,95.0879,184.057,268.994,358.317,420.655
473,Y,8.13692,21.2323,35.8072,56.7743,75.1721
473,Z,2.65113,6.69018,10.9793,18.3782,23.7944
474,M,96.3791,181.851,267.295,356.685,427.19
474,Y,8.08649,21.3147,36.0158,56.5434,75.1703
474,Z,2.59974,6.67236,10.9707,18.4066,23.8419
475,M,96.6412,178.066,272.065,356.116,421.371
475,Y,8.06364,21.3112,36.1051,56.5256,74.8725
475,Z,2.5607,6.65111,10.9442,18.4545,23.857
476,M,95.9771,185.459,267.359,359.205,419.734
476,Y,8.11065,21.3109,36.1428,56.5809,74.4502
476,Z,2.54702,6.62777,10.935,18.3695,23.9644
477,M,94.4794,185.814,277.523,358.384,429.06
477,Y,8.17347,21.2728,36.3065,56.6587,74.2318
477,Z,2.53956,6.6048,10.9372,18.2468,23.9969
478,M,92.2314,177.132,276.771,356.746,423.954
478,Y,8.19073,21.1299,36.3608,56.582,74.2442
478,Z,2.5412,6.57123,10.9752,18.0854,24.0242
479,M,89.3083,179.219,276.994,355.271,422.059
479,Y,8.17957,21.0252,36.5372,56.3149,74.2189
479,Z,2.53835,6.56178,11.0114,17.9677,24.0302
480,M,89.3775,180.197,272.694,358.444,422.153
480,Y,8.13959,20.905,36.6116,56.0906,74.5152
480,Z,2.54566,6.53674,11.0233,17.9023,24.0204
481,M,90.3397,179.277,267.025,362.2,423.138
481,Y,8.13552,20.7105,36.531,55.9028,74.8132
481,Z,2.56006,6.52639,11.0227,17.8572,24.0056
482,M,84.0057,179.35,266.422,370.08,423.124
482,Y,8.10767,20.5362,36.4643,55.8256,74.9777
482,Z,2.56609,6.53963,11.0836,17.9178,23.8343
483,M,90.9052,182.115,271.28,363.672,420.411
483,Y,8.11964,20.4892,36.3437,55.6905,75.1322
483,Z,2.56633,6.60756,11.1815,17.8561,23.6801
484,M,90.8147,186.403,265.752,367.805,421.57
484,Y,8.12961,20.5041,36.1565,55.6985,75.3581
484,Z,2.55345,6.66292,11.2367,17.8164,23.5898
485,M,88.9332,186.663,267.077,367.024,425.313
485,Y,8.11817,20.5319,35.9881,55.7871,75.3511
485,Z,2.53763,6.68879,11.3021,17.7439,23.5892
486,M,89.0399,185.097,265.569,365.422,438.582
486,Y,8.11277,20.5592,35.8286,55.6501,75.7988
486,Z,2.53046,6.68768,11.3302,17.7383,23.4958
487,M,89.1359,180.087,268.712,364.88,435.224
487,Y,8.14332,20.4757,35.7035,55.5563,76.0775
487,Z,2.54521,6.68757,11.342,17.7557,23.3633
488,M,88.3223,179.178,271.541,358.092,442.101
488,Y,8.11988,20.4799,35.6102,55.5272,76.4419
488,Z,2.56492,6.67563,11.3934,17.7801,23.2947
489,M,88.4901,174.76,273.187,364.582,433.891
489,Y,8.07528,20.3401,35.5829,55.6793,76.7319
489,Z,2.57034,6.63079,11.4104,17.756,23.2986
490,M,89.5411,173.484,277.368,374.024,440.902
490,Y,8.03413,20.3121,35.6127,55.9217,77.0009
490,Z,2.56683,6.59792,11.4658,17.6722,23.2907
491,M,91.387,167.836,278.431,375.322,445.412
491,Y,8.03867,20.0968,35.6564,56.2192,77.4185
491,Z,2.55429,6.56022,11.4891,17.6018,23.3837
492,M,85.8483,170.852,280.288,371.09,445.871
492,Y,7.97299,20.0024,35.6488,56.2872,77.97
492,Z,2.55301,6.49918,11.4638,17.5429,23.4772
493,M,88.0634,173.567,289.159,367.281,448.984
493,Y,7.92968,20.0063,35.8681,56.2009,78.4414
493,Z,2.54427,6.44449,11.4429,17.5187,23.5288
494,M,85.5571,178.71,288.143,368.353,444.585
494,Y,7.84179,20.059,36.1238,56.1001,78.7888
494,Z,2.54803,6.42974,11.405,17.4763,23.5773
495,M,85.1014,177.939,287.229,372.917,438.827
495,Y,7.76562,20.121,36.3875,56.1426,78.8935
495,Z,2.55116,6.43442,11.3463,17.4788,23.6482
496,M,89.1912,180.845,280.106,372.526,430.944
496,Y,7.71457,20.2165,36.4862,56.1633,78.9963
496,Z,2.54757,6.44312,11.2935,17.5066,23.646
497,M,90.1721,175.361,279.096,370.373,431.05
497,Y,7.73144,20.2351,36.4978,56.3068,78.8478
497,Z,2.54587,6.4517,11.2434,17.4636,23.7865
498,M,89.2549,175.825,274.586,377.436,421.245
498,Y,7.71857,20.1748,36.459,56.6667,78.4401
498,Z,2.55546,6.42548,11.2041,17.4342,23.8739
499,M,92.0294,176.242,282.227,371.192,422.32
499,Y,7.76391,20.1353,36.4559,56.977,77.9592
499,Z,2.5481,6.4268,11.1749,17.425,23.9883
500,M,92.7265,172.118,278.305,374.573,421.488
500,Y,7.80852,20.1273,36.3357,57.1755,77.634
500,Z,2.53411,6.38294,11.1663,17.4728,24.0793
